,Unnamed: 0,plate,object_id,ra,dec,mag_B,mag_R,spectrum_class,spectrum_length,red_bord_position,9,10,11,12,13,14,15,16,fits_path,jpeg_path
350,350,fbs0102,DFBSJ031317.25+190523.1,03:13:17.256,+19:05:23.12,16.73,16.08,U,78,13,-6.033635485240072e-12,-5.8032914570449225e-15,-1.9225075210175533e-12,-2.968329173811245e-10,1.62279864276083e-12,-3.2519066373997818e-15,2.8361611985011125e-18,-9.108730958386067e-22,specimages/fbs0102-DFBSJ031317.25+190523.1.fits,specimagesjpeg/fbs0102-DFBSJ031317.25+190523.1.jpg
351,351,fbs0102,DFBSJ031317.32+190950.2,03:13:17.328,+19:09:50.28,16.56,15.14,U,64,18,-1.835739680269057e-11,-4.884353005736075e-15,-1.8957515595427768e-12,-3.235549244680323e-10,1.794016700357376e-12,-3.5352197661601118e-15,2.9770064780602112e-18,-9.122523664743686e-22,specimages/fbs0102-DFBSJ031317.32+190950.2.fits,specimagesjpeg/fbs0102-DFBSJ031317.32+190950.2.jpg
352,352,fbs0102,DFBSJ031317.86+191223.2,03:13:17.868,+19:12:23.26,16.42,15.23,U,66,18,-1.777957759761305e-11,-4.730613296498206e-15,-1.836081000961377e-12,-3.1337077552230765e-10,1.7186063653754103e-12,-3.3652462826716836e-15,2.8230113136597125e-18,-8.630730189345332e-22,specimages/fbs0102-DFBSJ031317.86+191223.2.fits,specimagesjpeg/fbs0102-DFBSJ031317.86+191223.2.jpg
353,353,fbs0102,DFBSJ031320.68+191109.5,03:13:20.680,+19:11:09.54,17.0,15.61,U,87,17,-1.2786501429964852e-11,-9.226009666844217e-15,-2.7723401433053494e-12,-4.628078242601318e-10,2.4009180299424998e-12,-4.586014975187039e-15,3.820879829840931e-18,-1.17324826001574e-21,specimages/fbs0102-DFBSJ031320.68+191109.5.fits,specimagesjpeg/fbs0102-DFBSJ031320.68+191109.5.jpg
354,354,fbs0102,DFBSJ031323.16+190835.2,03:13:23.167,+19:08:35.28,12.56,12.24,OK,100,17,3.223927141060552e-11,2.3262228321599403e-14,6.990133045430002e-12,1.1669286731616581e-09,-9.637006127249707e-13,-4.884559234376874e-15,8.065570547832702e-18,-3.376328626177832e-21,specimages/fbs0102-DFBSJ031323.16+190835.2.fits,specimagesjpeg/fbs0102-DFBSJ031323.16+190835.2.jpg
355,355,fbs0102,DFBSJ031325.85+190529.7,03:13:25.859,+19:05:29.78,15.92,14.93,OK,67,18,-2.3325502790942318e-11,-6.206218709926787e-15,-2.4088040584254165e-12,-4.111196031589534e-10,2.2329244455540374e-12,-4.3381751848341805e-15,3.613933495447015e-18,-1.0977459821846267e-21,specimages/fbs0102-DFBSJ031325.85+190529.7.fits,specimagesjpeg/fbs0102-DFBSJ031325.85+190529.7.jpg
356,356,fbs0102,DFBSJ031330.51+190858.4,03:13:30.514,+19:08:58.43,16.67,16.11,U,86,16,-2.884639574050981e-12,-4.828777411239222e-15,-1.2346201381336092e-12,-2.0183480179903276e-10,1.1006026795472246e-12,-2.1759798061591285e-15,1.8605902303842904e-18,-5.835520593421368e-22,specimages/fbs0102-DFBSJ031330.51+190858.4.fits,specimagesjpeg/fbs0102-DFBSJ031330.51+190858.4.jpg
357,357,fbs0102,DFBSJ031330.93+191209.7,03:13:30.932,+19:12:09.72,15.52,14.06,NL,86,9,-1.0035333196002044e-10,-1.164244377136772e-13,-3.0547381965614905e-11,-4.417931957048236e-09,2.4913932209829157e-11,-5.274584106289769e-14,4.950332306294632e-17,-1.7355775956322527e-20,specimages/fbs0102-DFBSJ031330.93+191209.7.fits,specimagesjpeg/fbs0102-DFBSJ031330.93+191209.7.jpg
358,358,fbs0102,DFBSJ031331.00+191324.4,03:13:31.000,+19:13:24.47,13.78,13.02,NL,120,16,-3.7446752663944496e-11,-6.268442344167918e-14,-1.602712874566747e-11,-2.6201021232050474e-09,1.4769933340429194e-11,-2.9916983748263e-14,2.6063006237858774e-17,-8.298278434619216e-21,specimages/fbs0102-DFBSJ031331.00+191324.4.fits,specimagesjpeg/fbs0102-DFBSJ031331.00+191324.4.jpg
359,359,fbs0102,DFBSJ031334.36+191107.7,03:13:34.369,+19:11:07.73,15.67,14.55,NL,81,18,-4.137949781612892e-11,-1.1009850359108777e-14,-4.273225769109871e-12,-7.293276767525803e-10,3.860728533577934e-12,-7.414126477789814e-15,6.1520150356896956e-18,-1.8694560904332486e-21,specimages/fbs0102-DFBSJ031334.36+191107.7.fits,specimagesjpeg/fbs0102-DFBSJ031334.36+191107.7.jpg
360,360,fbs0102,DFBSJ031336.10+190509.0,03:13:36.108,+19:05:09.05,16.32,15.87,U,80,16,-3.2365880462876047e-12,-5.417924223603506e-15,-1.3852527806034388e-12,-2.2646002948449403e-10,1.269281055858589e-12,-2.573226431272775e-15,2.2530049923586085e-18,-7.228917440340324e-22,specimages/fbs0102-DFBSJ031336.10+190509.0.fits,specimagesjpeg/fbs0102-DFBSJ031336.10+190509.0.jpg
361,361,fbs0102,DFBSJ031337.92+191218.0,03:13:37.923,+19:12:18.09,16.06,15.03,U,79,16,-1.1102786773391162e-11,-1.858565250599164e-14,-4.751974240814722e-12,-7.768497197921646e-10,4.066834285471633e-12,-7.841911063263765e-15,6.598686580718627e-18,-2.047785523615537e-21,specimages/fbs0102-DFBSJ031337.92+191218.0.fits,specimagesjpeg/fbs0102-DFBSJ031337.92+191218.0.jpg
362,362,fbs0102,DFBSJ031338.96+190544.4,03:13:38.967,+19:05:44.45,14.94,14.07,NL,107,18,-3.240928574448459e-11,-8.623131088109954e-15,-3.346873453303652e-12,-5.712226820965626e-10,3.406570598984466e-12,-7.013478308184613e-15,6.0840974484204525e-18,-1.905604957482849e-21,specimages/fbs0102-DFBSJ031338.96+190544.4.fits,specimagesjpeg/fbs0102-DFBSJ031338.96+190544.4.jpg
363,363,fbs0102,DFBSJ031339.15+190532.9,03:13:39.156,+19:05:32.96,14.89,14.04,NL,99,9,2.1233196710879093e-11,2.4633535974535648e-14,6.4633272595302315e-12,9.347593859826978e-10,-6.2702392116526085e-12,1.639046531823526e-14,-1.8902214305408692e-17,7.981351743802748e-21,specimages/fbs0102-DFBSJ031339.15+190532.9.fits,specimagesjpeg/fbs0102-DFBSJ031339.15+190532.9.jpg
364,364,fbs0111,DFBSJ081755.98+190314.9,08:17:55.984,+19:03:14.99,16.16,13.56,U,67,17,-1.1273998629379028e-10,-8.134675977537899e-14,-2.444403565255436e-11,-4.080629977622919e-09,2.0682526445083025e-11,-3.8721274047650514e-14,3.169474299284667e-17,-9.5792602448002e-21,specimages/fbs0111-DFBSJ081755.98+190314.9.fits,specimagesjpeg/fbs0111-DFBSJ081755.98+190314.9.jpg
365,365,fbs0111,DFBSJ081756.25+185537.2,08:17:56.255,+18:55:37.25,15.33,14.46,OK,98,17,-2.113019098504768e-11,-1.5246322564867386e-14,-4.581392719437745e-12,-7.648056919733834e-10,4.386418940910225e-12,-8.927680504780753e-15,7.761059175677502e-18,-2.4549223062285323e-21,specimages/fbs0111-DFBSJ081756.25+185537.2.fits,specimagesjpeg/fbs0111-DFBSJ081756.25+185537.2.jpg
366,366,fbs0111,DFBSJ081757.83+185724.2,08:17:57.830,+18:57:24.24,16.34,15.48,NL,69,16,-6.659739613882468e-12,-1.1148152082296456e-14,-2.8503556890835124e-12,-4.659740826653119e-10,2.537514036432523e-12,-5.045490552046292e-15,4.358953252170813e-18,-1.3854098459926747e-21,specimages/fbs0111-DFBSJ081757.83+185724.2.fits,specimagesjpeg/fbs0111-DFBSJ081757.83+185724.2.jpg
367,367,fbs0111,DFBSJ081758.22+185818.0,08:17:58.226,+18:58:18.03,15.9,14.98,NL,85,18,-1.0211323306069466e-11,-2.7169177316319568e-15,-1.0545097584002665e-12,-1.7997643219939943e-10,1.2647678572149099e-12,-2.803121621108323e-15,2.5306785943822955e-18,-8.11847675977863e-22,specimages/fbs0111-DFBSJ081758.22+185818.0.fits,specimagesjpeg/fbs0111-DFBSJ081758.22+185818.0.jpg
368,368,fbs0111,DFBSJ081759.08+190328.7,08:17:59.083,+19:03:28.76,15.19,13.81,OK,120,17,-6.670490118073535e-11,-4.8130443534325513e-14,-1.446280233679698e-11,-2.4143852200818447e-09,1.2673049287666384e-11,-2.4365684822334027e-14,2.037060239088269e-17,-6.2650313013638194e-21,specimages/fbs0111-DFBSJ081759.08+190328.7.fits,specimagesjpeg/fbs0111-DFBSJ081759.08+190328.7.jpg
369,369,fbs0111,DFBSJ081759.45+185609.4,08:17:59.455,+18:56:09.46,14.19,13.42,OK,97,17,-4.159117620225402e-11,-3.000976471582282e-14,-9.017681543134434e-12,-1.5053869036821386e-09,9.125125311803886e-12,-1.912014576204363e-14,1.6897551432589722e-17,-5.396572889911499e-21,specimages/fbs0111-DFBSJ081759.45+185609.4.fits,specimagesjpeg/fbs0111-DFBSJ081759.45+185609.4.jpg
370,370,fbs0111,DFBSJ081800.86+185521.1,08:18:00.860,+18:55:21.16,15.89,14.89,U,120,18,-7.30526404440058e-11,-1.9437152349258133e-14,-7.54409507691035e-12,-1.287580982962117e-09,6.148015867244793e-12,-1.0999474466798658e-14,8.679435735589306e-18,-2.5425175187898154e-21,specimages/fbs0111-DFBSJ081800.86+185521.1.fits,specimagesjpeg/fbs0111-DFBSJ081800.86+185521.1.jpg
371,371,fbs0111,DFBSJ081803.04+185629.5,08:18:03.049,+18:56:29.53,15.38,14.91,OK,90,16,-3.3867849316404156e-12,-5.6693286619554864e-15,-1.4495292216532692e-12,-2.3696683767031327e-10,1.7442677717527251e-12,-4.055715081689664e-15,3.844825078851484e-18,-1.2961662035356917e-21,specimages/fbs0111-DFBSJ081803.04+185629.5.fits,specimagesjpeg/fbs0111-DFBSJ081803.04+185629.5.jpg
372,372,fbs0111,DFBSJ081804.21+190235.0,08:18:04.218,+19:02:35.09,15.17,13.66,OK,118,17,-7.612643527577735e-11,-5.492848599270309e-14,-1.6505558408172895e-11,-2.75539809687309e-09,1.4413746522662669e-11,-2.7607331497179143e-14,2.2985419468306798e-17,-7.038539022664046e-21,specimages/fbs0111-DFBSJ081804.21+190235.0.fits,specimagesjpeg/fbs0111-DFBSJ081804.21+190235.0.jpg
373,373,fbs0111,DFBSJ081804.60+190012.6,08:18:04.602,+19:00:12.64,16.52,16.04,U,102,20,8.254035480759633e-14,6.540403212595294e-16,3.0588713172078333e-13,5.4749973177264025e-11,-1.3017211445212746e-13,5.815762982533891e-17,5.501079028924023e-20,-3.751477119538022e-23,specimages/fbs0111-DFBSJ081804.60+190012.6.fits,specimagesjpeg/fbs0111-DFBSJ081804.60+190012.6.jpg
374,374,fbs0111,DFBSJ081808.36+190242.2,08:18:08.365,+19:02:42.21,15.84,15.33,U,91,16,-5.195418951931733e-12,-8.696929439085855e-15,-2.22362723390217e-12,-3.635166824785857e-10,2.0927058719807907e-12,-4.2976381235158155e-15,3.780828189366184e-18,-1.2127279787351135e-21,specimages/fbs0111-DFBSJ081808.36+190242.2.fits,specimagesjpeg/fbs0111-DFBSJ081808.36+190242.2.jpg
375,375,fbs0111,DFBSJ081808.84+185818.7,08:18:08.847,+18:58:18.76,14.07,12.74,OK,113,17,-1.4528414706736813e-10,-1.0482869271264644e-13,-3.1500154814496457e-11,-5.2585570479415465e-09,2.8636771911772323e-11,-5.644254160696613e-14,4.802004860947508e-17,-1.4957613556881802e-20,specimages/fbs0111-DFBSJ081808.84+185818.7.fits,specimagesjpeg/fbs0111-DFBSJ081808.84+185818.7.jpg
376,376,fbs0111,DFBSJ081809.88+190034.4,08:18:09.888,+19:00:34.49,16.79,15.46,U,76,18,-1.2392592965997012e-11,-3.2972946135983014e-15,-1.2797704074534431e-12,-2.184229442524789e-10,1.294059019436426e-12,-2.649198469859325e-15,2.288055197204593e-18,-7.142531890724125e-22,specimages/fbs0111-DFBSJ081809.88+190034.4.fits,specimagesjpeg/fbs0111-DFBSJ081809.88+190034.4.jpg
377,377,fbs0111,DFBSJ081811.93+185609.8,08:18:11.935,+18:56:09.84,16.55,15.9,U,74,18,-1.4532495033484534e-11,-3.8666642644945654e-15,-1.5007588097212068e-12,-2.561402576867949e-10,1.335217810530132e-12,-2.536060007304677e-15,2.086340358940416e-18,-6.295585523833084e-22,specimages/fbs0111-DFBSJ081811.93+185609.8.fits,specimagesjpeg/fbs0111-DFBSJ081811.93+185609.8.jpg
378,378,fbs0111,DFBSJ081813.60+185515.0,08:18:13.602,+18:55:15.05,15.09,14.34,OK,120,17,-2.730192508967035e-11,-1.9699495965922887e-14,-5.919535027233319e-12,-9.881921028710743e-10,5.489287944476345e-12,-1.0976622223885776e-14,9.439125331002347e-18,-2.964072200897863e-21,specimages/fbs0111-DFBSJ081813.60+185515.0.fits,specimagesjpeg/fbs0111-DFBSJ081813.60+185515.0.jpg
379,379,fbs0111,DFBSJ081815.40+185645.2,08:18:15.400,+18:56:45.28,16.4,15.68,U,120,18,-1.4223009571316053e-11,-3.784318259468657e-15,-1.4687979809778136e-12,-2.5068530166569106e-10,1.3394087462325992e-12,-2.584946649374361e-15,2.149948932067477e-18,-6.538621123965878e-22,specimages/fbs0111-DFBSJ081815.40+185645.2.fits,specimagesjpeg/fbs0111-DFBSJ081815.40+185645.2.jpg
380,380,fbs0111,DFBSJ081817.43+190223.5,08:18:17.439,+19:02:23.50,16.24,15.68,U,87,18,-7.54431484740088e-12,-2.007313993417076e-15,-7.790935556495827e-13,-1.3297063495725779e-10,7.957400130188541e-13,-1.6333893289913544e-15,1.4093573868310697e-18,-4.386919447064419e-22,specimages/fbs0111-DFBSJ081817.43+190223.5.fits,specimagesjpeg/fbs0111-DFBSJ081817.43+190223.5.jpg
381,381,fbs0111,DFBSJ081821.52+185632.6,08:18:21.521,+18:56:32.64,13.27,12.34,NL,104,18,-1.0269770225118924e-10,-2.7324657947151716e-14,-1.0605441890256386e-11,-1.8100614896710519e-09,1.3539392810099511e-11,-3.0879564542042515e-14,2.8362094291847527e-17,-9.206276047967894e-21,specimages/fbs0111-DFBSJ081821.52+185632.6.fits,specimagesjpeg/fbs0111-DFBSJ081821.52+185632.6.jpg
382,382,fbs0111,DFBSJ081821.88+185834.6,08:18:21.887,+18:58:34.61,16.17,15.67,NL,120,16,-8.145285000981667e-11,-1.3634924179499678e-13,-3.486176055061592e-11,-5.699189124703548e-09,2.559694645831717e-11,-4.400999859858971e-14,3.394855653201011e-17,-9.853557693351901e-21,specimages/fbs0111-DFBSJ081821.88+185834.6.fits,specimagesjpeg/fbs0111-DFBSJ081821.88+185834.6.jpg
383,383,fbs0111,DFBSJ081824.40+190019.7,08:18:24.402,+19:00:19.73,14.93,14.27,OK,97,16,-1.3672729510396289e-11,-2.288761400048293e-14,-5.851894937175219e-12,-9.56662578299452e-10,5.591005412011523e-12,-1.1601548235960844e-14,1.0285283889920347e-17,-3.318853307604903e-21,specimages/fbs0111-DFBSJ081824.40+190019.7.fits,specimagesjpeg/fbs0111-DFBSJ081824.40+190019.7.jpg
384,384,fbs0111,DFBSJ081826.73+185523.4,08:18:26.733,+18:55:23.42,16.1,15.42,U,91,15,4.2642444145992387e-13,-1.1931265283437405e-14,-3.1712641100958035e-12,-5.082003136003148e-10,2.823394901222837e-12,-5.715263681416522e-15,5.0177573407823395e-18,-1.6187371290474734e-21,specimages/fbs0111-DFBSJ081826.73+185523.4.fits,specimagesjpeg/fbs0111-DFBSJ081826.73+185523.4.jpg
385,385,fbs0111,DFBSJ081829.00+190315.2,08:18:29.002,+19:03:15.21,16.01,15.28,U,93,17,-1.1685713384574874e-11,-8.431740755092585e-15,-2.5336684986317875e-12,-4.22964366479698e-10,2.2689374280170956e-12,-4.4211523871682694e-15,3.7271181662943514e-18,-1.1522651078880169e-21,specimages/fbs0111-DFBSJ081829.00+190315.2.fits,specimagesjpeg/fbs0111-DFBSJ081829.00+190315.2.jpg
386,386,fbs0111,DFBSJ081829.18+185753.7,08:18:29.185,+18:57:53.73,12.07,11.89,NL,115,11,-1.511446392261201e-10,7.251993948958448e-13,2.0314042361008947e-10,3.0313630427481015e-08,-1.485365673000233e-10,2.8368749249252905e-13,-2.4746997494354784e-16,8.245254771605416e-20,specimages/fbs0111-DFBSJ081829.18+185753.7.fits,specimagesjpeg/fbs0111-DFBSJ081829.18+185753.7.jpg
387,387,fbs0111,DFBSJ081829.20+185740.4,08:18:29.202,+18:57:40.48,12.06,11.89,NL,114,10,1.0525967171529681e-09,1.2010783879812233e-12,2.679227468505297e-10,3.934834455680528e-08,-2.011514959756092e-10,4.0034970107230576e-13,-3.6291616515312144e-16,1.252209360707693e-19,specimages/fbs0111-DFBSJ081829.20+185740.4.fits,specimagesjpeg/fbs0111-DFBSJ081829.20+185740.4.jpg
388,388,fbs0120,DFBSJ081930.35+270104.4,08:19:30.351,+27:01:04.45,16.12,15.97,U,95,17,-3.9850809593604465e-12,-2.875402745093291e-15,-8.640344198379993e-13,-1.4423958280416303e-10,8.508746789331993e-13,-1.7599421861141907e-15,1.5450267692508659e-18,-4.917521731154838e-22,specimages/fbs0120-DFBSJ081930.35+270104.4.fits,specimagesjpeg/fbs0120-DFBSJ081930.35+270104.4.jpg
389,389,fbs0120,DFBSJ081933.54+265624.6,08:19:33.545,+26:56:24.60,16.58,15.4,U,74,17,-8.561980195700032e-12,-6.177831458623951e-15,-1.8563870646413592e-12,-3.099005233616879e-10,1.7237902951683678e-12,-3.419520423607129e-15,2.908207758618375e-18,-9.027130723223872e-22,specimages/fbs0120-DFBSJ081933.54+265624.6.fits,specimagesjpeg/fbs0120-DFBSJ081933.54+265624.6.jpg
390,390,fbs0120,DFBSJ081943.87+265822.2,08:19:43.875,+26:58:22.20,15.33,14.71,OK,76,17,-1.6652277107326883e-11,-1.2015322949676157e-14,-3.6105047370079563e-12,-6.027284254835351e-10,3.3645903765385767e-12,-6.727965119355609e-15,5.773304790050892e-18,-1.807388285544001e-21,specimages/fbs0120-DFBSJ081943.87+265822.2.fits,specimagesjpeg/fbs0120-DFBSJ081943.87+265822.2.jpg
391,391,fbs0120,DFBSJ081946.54+270131.7,08:19:46.549,+27:01:31.71,15.7,15.13,OK,108,16,-9.110071818536117e-12,-1.5249915273669016e-14,-3.899093065893482e-12,-6.374208988440395e-10,3.475199017962973e-12,-6.921520343065856e-15,5.984834348511117e-18,-1.9018059311925226e-21,specimages/fbs0120-DFBSJ081946.54+270131.7.fits,specimagesjpeg/fbs0120-DFBSJ081946.54+270131.7.jpg
392,392,fbs0120,DFBSJ081949.68+265826.3,08:19:49.688,+26:58:26.35,15.38,14.44,OK,77,18,-2.8479212815561425e-11,-7.577461678074454e-15,-2.941020790023995e-12,-5.019546679952391e-10,2.8737049229236205e-12,-5.760615096044065e-15,4.900364806785978e-18,-1.5113970484138507e-21,specimages/fbs0120-DFBSJ081949.68+265826.3.fits,specimagesjpeg/fbs0120-DFBSJ081949.68+265826.3.jpg
393,393,fbs0120,DFBSJ081951.84+270103.5,08:19:51.841,+27:01:03.55,15.64,15.29,OK,86,18,-7.035354965903072e-12,-1.8718916758854923e-15,-7.265322046984753e-13,-1.2399956265266846e-10,8.420691502996844e-13,-1.8399403094138093e-15,1.6477266699791143e-18,-5.257035368182308e-22,specimages/fbs0120-DFBSJ081951.84+270103.5.fits,specimagesjpeg/fbs0120-DFBSJ081951.84+270103.5.jpg
394,394,fbs0120,DFBSJ081956.21+265438.4,08:19:56.214,+26:54:38.42,17.55,16.76,U,56,24,4.730274032234255e-13,8.724157948787987e-16,2.6757487084049263e-13,5.3678853895946036e-11,-1.8573621522365257e-13,2.41915451177203e-16,-1.3982875951356323e-19,3.017505163226682e-23,specimages/fbs0120-DFBSJ081956.21+265438.4.fits,specimagesjpeg/fbs0120-DFBSJ081956.21+265438.4.jpg
395,395,fbs0120,DFBSJ081958.42+270026.0,08:19:58.429,+27:00:26.04,14.97,13.14,OK,93,17,-1.1670388120211257e-10,-8.420686769113085e-14,-2.5303473148897225e-11,-4.224101670034019e-09,2.1727720996005824e-11,-4.116807969435205e-14,3.403457490661891e-17,-1.0373519665548132e-20,specimages/fbs0120-DFBSJ081958.42+270026.0.fits,specimagesjpeg/fbs0120-DFBSJ081958.42+270026.0.jpg
396,396,fbs0120,DFBSJ081959.26+265513.3,08:19:59.268,+26:55:13.38,16.65,15.75,U,27,17,-1.7559924895639667e-11,-1.267024500234228e-14,-3.8073052067963295e-12,-6.355827371671886e-10,3.1664629225636484e-12,-5.881221337191732e-15,4.8016141215860135e-18,-1.4520427079592125e-21,specimages/fbs0120-DFBSJ081959.26+265513.3.fits,specimagesjpeg/fbs0120-DFBSJ081959.26+265513.3.jpg
397,397,fbs0120,DFBSJ082000.14+270043.4,08:20:00.140,+27:00:43.49,16.61,16.54,U,73,17,-3.0638258279763484e-12,-2.2106808268106213e-15,-6.642913151531045e-13,-1.1089513957705907e-10,6.002185528439302e-13,-1.1563853262652811e-15,9.529322486500244e-19,-2.860130024965237e-22,specimages/fbs0120-DFBSJ082000.14+270043.4.fits,specimagesjpeg/fbs0120-DFBSJ082000.14+270043.4.jpg
398,398,fbs0120,DFBSJ082005.50+265918.4,08:20:05.503,+26:59:18.48,16.17,16.03,U,92,17,-7.912828089718697e-12,-5.7094465852130725e-15,-1.7156419826313067e-12,-2.8640525062165795e-10,1.4507742052514863e-12,-2.7157324423873672e-15,2.221492793036178e-18,-6.706029671027882e-22,specimages/fbs0120-DFBSJ082005.50+265918.4.fits,specimagesjpeg/fbs0120-DFBSJ082005.50+265918.4.jpg
399,399,fbs0120,DFBSJ082008.82+270248.8,08:20:08.829,+27:02:48.86,15.29,15.02,OK,85,17,-4.278509624593011e-12,-3.08711600351855e-15,-9.276515700992587e-13,-1.54859190394871e-10,1.1027061821996077e-12,-2.481920308538009e-15,2.2789231061630847e-18,-7.445900763383012e-22,specimages/fbs0120-DFBSJ082008.82+270248.8.fits,specimagesjpeg/fbs0120-DFBSJ082008.82+270248.8.jpg
400,400,fbs0121,DFBSJ083329.28+185741.3,08:33:29.286,+18:57:41.31,15.45,13.59,NL,84,17,-4.046603490221595e-11,-2.9197942253112436e-14,-8.773737339104157e-12,-1.4646643594190991e-09,8.543526170208653e-12,-1.778716699705108e-14,1.5929986267010658e-17,-5.216334303367592e-21,specimages/fbs0121-DFBSJ083329.28+185741.3.fits,specimagesjpeg/fbs0121-DFBSJ083329.28+185741.3.jpg
401,401,fbs0121,DFBSJ083329.79+185832.7,08:33:29.795,+18:58:32.72,13.58,12.52,NL,120,17,-6.76105236107543e-11,-4.878379811509858e-14,-1.465911944215652e-11,-2.4471524753784717e-09,1.5045053441150875e-11,-3.1865590120449814e-14,2.8418587072534866e-17,-9.149307201079131e-21,specimages/fbs0121-DFBSJ083329.79+185832.7.fits,specimagesjpeg/fbs0121-DFBSJ083329.79+185832.7.jpg
402,402,fbs0121,DFBSJ083330.32+185407.6,08:33:30.325,+18:54:07.60,16.87,16.37,U,79,21,2.3226878476523157e-12,-1.0836260953269416e-15,-2.8612857976483033e-13,-5.256468868201191e-11,2.503159403124474e-13,-4.291718319914771e-16,3.1707910167182646e-19,-8.57628543703322e-23,specimages/fbs0121-DFBSJ083330.32+185407.6.fits,specimagesjpeg/fbs0121-DFBSJ083330.32+185407.6.jpg
403,403,fbs0121,DFBSJ083332.23+185423.7,08:33:32.233,+18:54:23.75,16.77,15.39,U,78,18,-1.3570437685116473e-11,-3.610685841038825e-15,-1.401406291732323e-12,-2.3918313263408173e-10,1.3502328588839154e-12,-2.694262376129284e-15,2.290407219687464e-18,-7.071696803586067e-22,specimages/fbs0121-DFBSJ083332.23+185423.7.fits,specimagesjpeg/fbs0121-DFBSJ083332.23+185423.7.jpg
404,404,fbs0121,DFBSJ083336.71+185347.6,08:33:36.714,+18:53:47.60,15.83,14.29,NL,63,8,9.871897131610679e-11,-1.6626574791064171e-13,-4.0622252856110665e-11,-5.7886712503913855e-09,3.35987102253204e-11,-7.355165646577318e-14,7.157342045935314e-17,-2.6056467885966697e-20,specimages/fbs0121-DFBSJ083336.71+185347.6.fits,specimagesjpeg/fbs0121-DFBSJ083336.71+185347.6.jpg
405,405,fbs0121,DFBSJ083337.16+185457.2,08:33:37.163,+18:54:57.20,14.19,13.26,NL,109,16,-2.6116417890399512e-11,-4.371786227825313e-14,-1.1177763658365144e-11,-1.8273309142398328e-09,1.0657532899293733e-11,-2.206567022528731e-14,1.9524876517688563e-17,-6.290709085309346e-21,specimages/fbs0121-DFBSJ083337.16+185457.2.fits,specimagesjpeg/fbs0121-DFBSJ083337.16+185457.2.jpg
406,406,fbs0121,DFBSJ083338.46+190216.0,08:33:38.460,+19:02:16.00,15.1,14.12,OK,110,17,-2.3090066802843648e-11,-1.6660457452480822e-14,-5.0063286818339055e-12,-8.357435051057686e-10,4.745855675172169e-12,-9.5991681983655e-15,8.309548979697472e-18,-2.6205586926669908e-21,specimages/fbs0121-DFBSJ083338.46+190216.0.fits,specimagesjpeg/fbs0121-DFBSJ083338.46+190216.0.jpg
407,407,fbs0121,DFBSJ083339.77+185232.3,08:33:39.774,+18:52:32.35,15.08,13.77,NL,97,17,-4.7725767297629406e-11,-3.443618340643914e-14,-1.034778958532464e-11,-1.7274348271514781e-09,9.116985822925493e-12,-1.759963562683249e-14,1.4752954287102502e-17,-4.544184222901887e-21,specimages/fbs0121-DFBSJ083339.77+185232.3.fits,specimagesjpeg/fbs0121-DFBSJ083339.77+185232.3.jpg
408,408,fbs0121,DFBSJ083340.82+185854.4,08:33:40.821,+18:58:54.47,15.28,14.79,OK,86,18,-2.035508308772729e-12,-5.415746167885167e-16,-2.1019908322148677e-13,-3.587454395901183e-11,5.754177093558376e-13,-1.5807891631471875e-15,1.5786233596478383e-18,-5.368171746582301e-22,specimages/fbs0121-DFBSJ083340.82+185854.4.fits,specimagesjpeg/fbs0121-DFBSJ083340.82+185854.4.jpg
409,409,fbs0121,DFBSJ083342.35+185627.6,08:33:42.359,+18:56:27.64,17.69,15.61,U,58,19,3.068388997939156e-12,-2.7934723861762125e-15,-8.438224112669923e-13,-1.4737789690279137e-10,8.541282493966266e-13,-1.7055710210063915e-15,1.433601376282628e-18,-4.347680163057424e-22,specimages/fbs0121-DFBSJ083342.35+185627.6.fits,specimagesjpeg/fbs0121-DFBSJ083342.35+185627.6.jpg
410,410,fbs0121,DFBSJ083343.70+190159.5,08:33:43.701,+19:01:59.56,16.41,16.03,NL,120,20,-2.0375423831903978e-13,-1.6145443377173472e-15,-7.551033891274096e-13,-1.351533381107927e-10,6.391550260413971e-13,-1.1158813592547973e-15,8.492520740695776e-19,-2.378802269077824e-22,specimages/fbs0121-DFBSJ083343.70+190159.5.fits,specimagesjpeg/fbs0121-DFBSJ083343.70+190159.5.jpg
411,411,fbs0121,DFBSJ083343.81+185954.9,08:33:43.815,+18:59:54.91,16.56,16.24,NL,64,14,6.542348435747806e-13,-3.833636937570208e-15,-9.923734416070082e-13,-1.5603224889558892e-10,8.894082310882762e-13,-1.8566695037928033e-15,1.6957191085664734e-18,-5.736800526295347e-22,specimages/fbs0121-DFBSJ083343.81+185954.9.fits,specimagesjpeg/fbs0121-DFBSJ083343.81+185954.9.jpg
412,412,fbs0121,DFBSJ083345.31+190036.6,08:33:45.310,+19:00:36.64,14.23,13.52,OK,114,17,-1.8812417439108977e-11,-1.3573925143032565e-14,-4.078848196625069e-12,-6.809106541751904e-10,4.540323588322648e-12,-9.97007646529858e-15,9.051832119911723e-18,-2.940506845571237e-21,specimages/fbs0121-DFBSJ083345.31+190036.6.fits,specimagesjpeg/fbs0121-DFBSJ083345.31+190036.6.jpg
